|TCP   |Source Port |Destination Port |Sequence Number  |Acknowledge Number |Source IP        |Dest IP          |Urgent Flag | Retrans|
|589   |22          |58300            |1251338579       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|590   |58300       |22               |603062000        |1251338803         |146.141.28.130   |146.141.28.253   |0           |59       |
|591   |22          |58300            |1251338803       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|592   |22          |58300            |1251338915       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|593   |22          |58300            |1251339139       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|594   |22          |58300            |1251339363       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|595   |22          |58300            |1251339475       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|596   |22          |58300            |1251339699       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|597   |22          |58300            |1251339811       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|598   |22          |58300            |1251339923       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|599   |22          |58300            |1251340035       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|600   |22          |58300            |1251340259       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|601   |22          |58300            |1251340371       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|602   |22          |58300            |1251340483       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|603   |22          |58300            |1251340595       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|604   |22          |58300            |1251340707       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|605   |22          |58300            |1251340819       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|606   |22          |58300            |1251340931       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|607   |22          |58300            |1251341043       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|608   |22          |58300            |1251341155       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|609   |22          |58300            |1251341267       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|610   |22          |58300            |1251341379       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|611   |22          |58300            |1251341491       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|612   |22          |58300            |1251341603       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|613   |22          |58300            |1251341715       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|614   |22          |58300            |1251341827       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|615   |22          |58300            |1251341939       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|616   |22          |58300            |1251342051       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|617   |22          |58300            |1251342163       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|618   |22          |58300            |1251342275       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|619   |22          |58300            |1251342387       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|620   |22          |58300            |1251342499       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|621   |22          |58300            |1251342611       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|622   |22          |58300            |1251342835       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|623   |22          |58300            |1251342947       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|624   |58300       |22               |603062000        |1251342947         |146.141.28.130   |146.141.28.253   |0           |59       |
|625   |22          |58300            |1251343059       |603062000          |146.141.28.253   |146.141.28.130   |0           |59       |
|626   |58300       |22               |603062000        |1251343059         |146.141.28.130   |146.141.28.253   |0           |59       |
|627   |58300       |22               |603062000        |1251343171         |146.141.28.130   |146.141.28.253   |0           |59       |
|628   |22          |58300            |1251343171       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|629   |22          |58300            |1251343283       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|630   |22          |58300            |1251343395       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|631   |22          |58300            |1251343507       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|632   |22          |58300            |1251343619       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|633   |22          |58300            |1251343731       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|634   |22          |58300            |1251343843       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|635   |22          |58300            |1251343955       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|636   |22          |58300            |1251344067       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|637   |22          |58300            |1251344179       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|638   |22          |58300            |1251344291       |603062000          |146.141.28.253   |146.141.28.130   |0           |60       |
|639   |22          |58300            |1251344403       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|640   |22          |58300            |1251344515       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|641   |22          |58300            |1251344627       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|642   |22          |58300            |1251344851       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|643   |22          |58300            |1251344963       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|644   |58300       |22               |603062048        |1251344963         |146.141.28.130   |146.141.28.253   |0           |60       |
|645   |22          |58300            |1251345075       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|646   |22          |58300            |1251345187       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|647   |22          |58300            |1251345299       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|648   |22          |58300            |1251345411       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|649   |22          |58300            |1251345523       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|650   |22          |58300            |1251345635       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|651   |22          |58300            |1251345747       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|652   |22          |58300            |1251345859       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|653   |22          |58300            |1251345971       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|654   |22          |58300            |1251346083       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|655   |22          |58300            |1251346195       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|656   |22          |58300            |1251346307       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|657   |22          |58300            |1251346419       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|658   |22          |58300            |1251346531       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|659   |22          |58300            |1251346643       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|660   |22          |58300            |1251346755       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|661   |22          |58300            |1251346979       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|662   |22          |58300            |1251347091       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|663   |22          |58300            |1251347203       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|664   |22          |58300            |1251347315       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|665   |22          |58300            |1251347427       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|666   |22          |58300            |1251347539       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|667   |22          |58300            |1251347763       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|668   |22          |58300            |1251347875       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|669   |22          |58300            |1251347987       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|670   |22          |58300            |1251348099       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|671   |22          |58300            |1251348211       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|672   |22          |58300            |1251348323       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|673   |22          |58300            |1251348435       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|674   |22          |58300            |1251348547       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|675   |22          |58300            |1251348659       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|676   |22          |58300            |1251348771       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|677   |22          |58300            |1251348883       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|678   |22          |58300            |1251348995       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|679   |22          |58300            |1251349107       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|680   |22          |58300            |1251349219       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|681   |22          |58300            |1251349331       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|682   |22          |58300            |1251349443       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|683   |22          |58300            |1251349555       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|684   |22          |58300            |1251349667       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|685   |22          |58300            |1251349779       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|686   |22          |58300            |1251349891       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|687   |22          |58300            |1251350003       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|688   |22          |58300            |1251350115       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|689   |22          |58300            |1251350227       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|690   |22          |58300            |1251350339       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|691   |22          |58300            |1251350451       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|692   |22          |58300            |1251350563       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|693   |22          |58300            |1251350675       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|694   |22          |58300            |1251350787       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|695   |22          |58300            |1251350899       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|696   |22          |58300            |1251351011       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|697   |22          |58300            |1251351123       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|698   |22          |58300            |1251351235       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|699   |22          |58300            |1251351347       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|700   |22          |58300            |1251351459       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|701   |22          |58300            |1251351571       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|702   |22          |58300            |1251351907       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|703   |22          |58300            |1251352019       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|704   |22          |58300            |1251352131       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|705   |22          |58300            |1251352243       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|706   |22          |58300            |1251352355       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|707   |22          |58300            |1251352467       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|708   |22          |58300            |1251352691       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|709   |22          |58300            |1251352739       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|710   |22          |58300            |1251352851       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|711   |22          |58300            |1251352963       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|712   |22          |58300            |1251353075       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|713   |22          |58300            |1251353187       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|714   |22          |58300            |1251353299       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|715   |22          |58300            |1251353411       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|716   |22          |58300            |1251353523       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|717   |22          |58300            |1251353635       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|718   |22          |58300            |1251353747       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|719   |22          |58300            |1251353859       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|720   |22          |58300            |1251353971       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|721   |22          |58300            |1251354083       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|722   |22          |58300            |1251354195       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|723   |22          |58300            |1251354307       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|724   |22          |58300            |1251354419       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|725   |22          |58300            |1251354643       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|726   |22          |58300            |1251354755       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|727   |58300       |22               |603062048        |1251354755         |146.141.28.130   |146.141.28.253   |0           |60       |
|728   |22          |58300            |1251354867       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|729   |22          |58300            |1251354979       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|730   |22          |58300            |1251355091       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|731   |22          |58300            |1251355203       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|732   |22          |58300            |1251355315       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|733   |22          |58300            |1251355427       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|734   |22          |58300            |1251355539       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|735   |22          |58300            |1251355651       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|736   |22          |58300            |1251355763       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|737   |22          |58300            |1251355875       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|738   |22          |58300            |1251355987       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|739   |22          |58300            |1251356099       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|740   |22          |58300            |1251356211       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|741   |22          |58300            |1251356323       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|742   |22          |58300            |1251356435       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|743   |22          |58300            |1251356659       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|744   |22          |58300            |1251356771       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|745   |58300       |22               |603062048        |1251356771         |146.141.28.130   |146.141.28.253   |0           |60       |
|746   |22          |58300            |1251356883       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|747   |22          |58300            |1251356995       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|748   |58300       |22               |603062048        |1251356995         |146.141.28.130   |146.141.28.253   |0           |60       |
|749   |22          |58300            |1251357107       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|750   |22          |58300            |1251357219       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|751   |58300       |22               |603062048        |1251357219         |146.141.28.130   |146.141.28.253   |0           |60       |
|752   |22          |58300            |1251357331       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|753   |22          |58300            |1251357443       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|754   |22          |58300            |1251357555       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|755   |22          |58300            |1251357667       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|756   |22          |58300            |1251357779       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|757   |22          |58300            |1251357891       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|758   |22          |58300            |1251358003       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|759   |22          |58300            |1251358115       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|760   |22          |58300            |1251358227       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|761   |22          |58300            |1251358451       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|762   |58300       |22               |603062048        |1251358563         |146.141.28.130   |146.141.28.253   |0           |60       |
|763   |22          |58300            |1251358563       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|764   |22          |58300            |1251358675       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|765   |58300       |22               |603062048        |1251358787         |146.141.28.130   |146.141.28.253   |0           |60       |
|766   |22          |58300            |1251358787       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|767   |22          |58300            |1251358899       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|768   |58300       |22               |603062048        |1251359011         |146.141.28.130   |146.141.28.253   |0           |60       |
|769   |22          |58300            |1251359011       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|770   |22          |58300            |1251359123       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|771   |22          |58300            |1251359235       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|772   |22          |58300            |1251359347       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|773   |22          |58300            |1251359459       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|774   |22          |58300            |1251359571       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|775   |22          |58300            |1251359683       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|776   |22          |58300            |1251359795       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|777   |22          |58300            |1251360019       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|778   |22          |58300            |1251360131       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|779   |58300       |22               |603062048        |1251360131         |146.141.28.130   |146.141.28.253   |0           |60       |
|780   |22          |58300            |1251360243       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|781   |22          |58300            |1251360355       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|782   |58300       |22               |603062048        |1251360355         |146.141.28.130   |146.141.28.253   |0           |60       |
|783   |22          |58300            |1251360467       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|784   |22          |58300            |1251360579       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|785   |58300       |22               |603062048        |1251360579         |146.141.28.130   |146.141.28.253   |0           |60       |
|786   |22          |58300            |1251360691       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|787   |22          |58300            |1251360803       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|788   |22          |58300            |1251360915       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|789   |22          |58300            |1251361027       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|790   |22          |58300            |1251361139       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|791   |22          |58300            |1251361363       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|792   |22          |58300            |1251361475       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|793   |22          |58300            |1251361587       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|794   |22          |58300            |1251361699       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|795   |22          |58300            |1251361811       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|796   |22          |58300            |1251361859       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|797   |22          |58300            |1251361971       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|798   |22          |58300            |1251362083       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|799   |22          |58300            |1251362195       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|800   |22          |58300            |1251362307       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|801   |22          |58300            |1251362419       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|802   |22          |58300            |1251362531       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|803   |22          |58300            |1251362643       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|804   |22          |58300            |1251362755       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|805   |22          |58300            |1251362867       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|806   |22          |58300            |1251362979       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|807   |22          |58300            |1251363091       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|808   |22          |58300            |1251363203       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|809   |22          |58300            |1251363315       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|810   |22          |58300            |1251363427       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|811   |22          |58300            |1251363539       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|812   |22          |58300            |1251363651       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|813   |22          |58300            |1251363763       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|814   |22          |58300            |1251363875       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|815   |22          |58300            |1251363987       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|816   |22          |58300            |1251364211       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|817   |22          |58300            |1251364323       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|818   |58300       |22               |603062048        |1251364323         |146.141.28.130   |146.141.28.253   |0           |60       |
|819   |22          |58300            |1251364435       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|820   |22          |58300            |1251364547       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|821   |22          |58300            |1251364659       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|822   |22          |58300            |1251364771       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|823   |22          |58300            |1251364883       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|824   |22          |58300            |1251364995       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|825   |22          |58300            |1251365107       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|826   |22          |58300            |1251365219       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|827   |22          |58300            |1251365331       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|828   |22          |58300            |1251365555       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|829   |22          |58300            |1251365667       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|830   |22          |58300            |1251365891       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|831   |22          |58300            |1251366003       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|832   |22          |58300            |1251366115       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|833   |22          |58300            |1251366227       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|834   |22          |58300            |1251366339       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|835   |22          |58300            |1251366451       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|836   |22          |58300            |1251366563       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|837   |22          |58300            |1251366675       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|838   |22          |58300            |1251366787       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|839   |22          |58300            |1251366899       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|840   |22          |58300            |1251367011       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|841   |22          |58300            |1251367123       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|842   |22          |58300            |1251367235       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|843   |22          |58300            |1251367459       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|844   |22          |58300            |1251367571       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|845   |22          |58300            |1251367795       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|846   |22          |58300            |1251367907       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|847   |22          |58300            |1251368019       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|848   |22          |58300            |1251368131       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|849   |22          |58300            |1251368243       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|850   |22          |58300            |1251368355       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|851   |22          |58300            |1251368467       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|852   |22          |58300            |1251368579       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|853   |22          |58300            |1251368691       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|854   |22          |58300            |1251368803       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|855   |22          |58300            |1251368915       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|856   |22          |58300            |1251369027       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|857   |22          |58300            |1251369139       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|858   |22          |58300            |1251369363       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|859   |22          |58300            |1251369475       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|860   |22          |58300            |1251369699       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|861   |22          |58300            |1251369811       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|862   |22          |58300            |1251369923       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|863   |22          |58300            |1251370035       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|864   |22          |58300            |1251370147       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|865   |22          |58300            |1251370259       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|866   |22          |58300            |1251370371       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|867   |22          |58300            |1251370483       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|868   |22          |58300            |1251370707       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|869   |22          |58300            |1251370819       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|870   |58300       |22               |603062048        |1251370819         |146.141.28.130   |146.141.28.253   |0           |60       |
|871   |22          |58300            |1251370931       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|872   |22          |58300            |1251371043       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|873   |58300       |22               |603062048        |1251371043         |146.141.28.130   |146.141.28.253   |0           |60       |
|874   |22          |58300            |1251371155       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|875   |22          |58300            |1251371267       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|876   |58300       |22               |603062048        |1251371267         |146.141.28.130   |146.141.28.253   |0           |60       |
|877   |22          |58300            |1251371379       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|878   |22          |58300            |1251371491       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|879   |22          |58300            |1251371603       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|880   |22          |58300            |1251371715       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|881   |22          |58300            |1251371827       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|882   |22          |58300            |1251371939       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|883   |22          |58300            |1251372051       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|884   |22          |58300            |1251372163       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
